glottocode	longitude	longitude_180	latitude	elevation
zuoj1238	106.9	106.9	22.4	238
abui1241	124.588	124.588	-8.31058	757
abui1241	124.6783	124.6783	-8.236	619
abui1241	124.6264	124.6264	-8.1887	105
abui1241	124.623702	124.623702	-8.403792	485
abui1241	124.715864	124.715864	-8.334706	1065
adan1251	124.4979	124.4979	-8.1837	624
adon1237	123.2375	123.2375	-8.3757	133
alor1247	124.4084444	124.4084444	-8.2222047	115
alor1247	124.285994	124.285994	-8.176126	60
alor1247	124.0939	124.0939	-8.3613	8
alor1247	124.094494	124.094494	-8.361888	8
alor1247	124.031987	124.031987	-8.310903	21
alor1247	124.375247	124.375247	-8.182806	29
alor1247	124.450591	124.450591	-8.252034	65
alor1247	124.28722	124.28722	-8.208019	399
alor1247	124.411719	124.411719	-8.271256	27
alor1247	123.966102	123.966102	-8.348647	8
alor1247	124.3070337	124.3070337	-8.1927045	283
alor1247	124.2643342	124.2643342	-8.21559	347
alor1247	124.376706	124.376706	-8.210253	22
alor1247	124.229612	124.229612	-8.218032	17
amba1266	166.498	166.498	-11.2958	23
anci1242	23.999205	23.999205	37.696861	104
anut1237	169.85	169.85	-11.61	9
area1240	161.158	161.158	-9.20699	289
aros1241	161.432	161.432	-10.2441	221
asum1237	166.499	166.499	-11.2969	23
atim1239	124.6683	124.6683	-8.226	829
baba1268	157.149	157.149	-7.22281	204
baba1268	157.149	157.149	-7.22281	204
baeg1237	160.771	160.771	-8.49014	926
bael1237	160.721	160.721	-8.41627	227
baka1276	124.2972	124.2972	-8.2634	94
baur1252	161.863	161.863	-10.5826	462
biak1248	135.815912	135.815912	-1.003358	20
biak1248	135.879	135.879	-0.9523	194
bilu1245	156.663	156.663	-7.92388	162
bino1238	124.027918	124.027918	-5.961514	123
bira1254	160.52	160.52	-9.73716	811
blab1237	159.419	159.419	-8.15058	478
blag1240	124.251	124.251	-8.31787	795
blag1240	124.2409	124.2409	-8.3672	62
blag1240	124.2907	124.2907	-8.2056	399
bugh1239	159.802	159.802	-8.47948	32
buso1238	122.62	122.62	-5.61	80
cent2074	121.05	121.05	-8.68	384
cent2355	121.1901	121.1901	-8.7067	283
chek1238	159.625	159.625	-8.27055	215
ciac1237	122.73825	122.73825	-5.58045	28
ciac1237	122.97893	122.97893	-5.39368	12
ciac1237	122.63715	122.63715	-5.68953	78
ciac1237	122.59627	122.59627	-5.6046	8
dadu1237	125.903071	125.903071	-8.489721	197
dani1285	12.5	12.5	55.6	0
dein1238	124.1304	124.1304	-8.3488	23
dela1252	122.843183	122.843183	-10.890303	77
dhao1237	122.66431	122.66431	-10.816034	26
dori1246	160.897	160.897	-9.11536	119
duke1237	157.064	157.064	-7.97768	1057
ende1246	121.56	121.56	-8.72	438
epen1239	282.6434	-77.3566	4.25877	19
eray1237	125.916523	125.916523	-7.744376	32
faga1239	161.662	161.662	-10.4479	406
fata1245	160.861	160.861	-8.59041	565
fata1247	126.9821	126.9821	-8.4394	432
fata1247	127.08	127.08	-8.49464	343
funa1237	123.689805	123.689805	-10.241153	400
galo1243	125.96	125.96	-8.61	287
gaoo1237	159.789	159.789	-8.35163	108
gela1263	160.186	160.186	-9.04587	100
gela1263	131.405702	131.405702	-4.004276	238
ghan1242	156.552	156.552	-8.02035	222
gula1270	161.023	161.023	-8.74742	4
hama1240	124.5183	124.5183	-8.2668	107
hawa1245	199.864721	-160.135279	21.903317	208
hoav1238	157.595	157.595	-8.19679	252
indo1316	106.846225	106.846225	-6.16417	6
kaba1285	122.016514	122.016514	-5.260449	68
kaba1285	121.898494	121.898494	-5.255084	673
kaer1234	124.0177	124.0177	-8.3287	128
kaer1234	124.2175	124.2175	-8.4047	25
kaes1237	122.68673	122.68673	-5.47522	304
kafo1240	124.4478	124.4478	-8.3616	732
kafo1240	124.446	124.446	-8.36572	732
kahu1241	162.191	162.191	-10.6963	59
kale1247	122.929849	122.929849	-5.301788	414
kali1300	123.4798	123.4798	-8.463	915
kama1364	123.05	123.05	-5.16	27
kama1365	124.792	124.792	-8.26897	910
keda1252	123.717692	123.717692	-8.322779	138
kelo1247	124.429	124.429	-8.40688	812
kelo1247	124.423117	124.423117	-8.349705	367
kelo1247	124.4192056	124.4192056	-8.4018	523
keoo1238	121.308656	121.308656	-8.853414	641
keoo1238	121.3314	121.3314	-8.7748	669
keoo1238	121.274577	121.274577	-8.820034	680
keoo1238	121.2949	121.2949	-8.88922	246
keoo1238	121.383079	121.383079	-8.747799	262
koko1269	159.191	159.191	-8.16481	39
komo1261	119.47	119.47	-8.65	48
koto1251	123.872438	123.872438	-10.243786	495
kuii1253	124.791	124.791	-8.38204	397
kuii1253	124.524538	124.524538	-8.422124	21
kumb1274	123.15	123.15	-5.34	44
kwai1243	160.965	160.965	-8.93744	539
lagh1246	158.961	158.961	-8.00509	79
lama1277	122.816413	122.816413	-8.423064	40
lamb1273	119.34	119.34	-9.7	197
lamm1241	124.057	124.057	-8.52787	75
lasa1237	123.13	123.13	-5.24	25
lauu1247	160.872	160.872	-8.51018	417
leba1239	124.2151	124.2151	-8.257	12
leng1259	160.42	160.42	-9.56425	62
lioo1240	121.84	121.84	-8.69	1261
lole1239	123.10599	123.10599	-10.81453	89
long1395	160.663	160.663	-9.75258	579
lung1249	156.573	156.573	-8.17469	0
maka1316	126.505903	126.505903	-8.548563	131
mamb1306	125.73097	125.73097	-9.138586	98
mamb1306	125.59773	125.59773	-9.139849	397
mara1397	135.797	135.797	-1.66738	190
maro1244	157.747	157.747	-8.37943	339
masi1269	122.89965	122.89965	-5.4367	13
mawa1264	122.31757	122.31757	-5.313118	56
mono1273	155.76	155.76	-7.05102	106
nage1237	121.31	121.31	-8.7	417
natu1246	165.835	165.835	-10.6771	0
naue1237	126.74	126.74	-8.71	39
nege1244	295.1078	-64.8922	18.3416	69
ngad1267	120.98	120.98	-8.8	1229
ngao1245	121.44	121.44	-8.69	598
ngao1245	121.41	121.41	-8.72	412
noga1249	46.6618	46.6618	43.5917	0
nort2938	227.920743	-132.079257	54.004532	83
nort2938	227.920743	-132.079257	54.004532	83
onto1237	159.701	159.701	-5.49029	0
oroh1237	161.513	161.513	-9.7386	0
palu1252	121.73	121.73	-8.34	389
pile1238	166.247188	166.247188	-10.173335	4
port1283	350.864868	-9.135132	38.708043	22
pura1258	124.3307	124.3307	-8.2829	117
rapa1244	250.658	-109.342	-27.113	176
rett1240	124.4081	124.4081	-8.2125	15
rett1240	124.3543	124.3543	-8.3224	170
rett1240	124.3677	124.3677	-8.2089	205
riri1237	156.92	156.92	-6.88927	192
rois1241	123.856114	123.856114	-10.291326	497
rong1269	120.71	120.71	-8.85	165
rotu1241	177.0836	177.0836	-12.503921	121
rotu1241	177.066	177.066	-12.5008	97
saaa1240	161.467	161.467	-9.60258	125
samp1253	122.705244	122.705244	-5.627895	14
sarr1247	124.199359	124.199359	-8.339566	396
savo1255	159.814	159.814	-9.12853	358
sawi1256	125.078	125.078	-8.29105	276
sawi1256	125.0922	125.0922	-8.3433	15
seri1257	247.616	-112.384	28.9877	182
sese1246	55.5	55.5	-4.75	240
sika1261	162.72952	162.72952	-8.378194	0
sika1262	122.707028	122.707028	-8.595056	140
simb1256	156.541	156.541	-8.26947	77
siom1237	122.529426	122.529426	-5.65589	229
sout2896	123.546281	123.546281	-8.522488	745
sout2898	125.255396	125.255396	-9.314842	73
stan1289	2.179642	2.179642	41.379225	16
taki1248	146	146	-4.66667	977
tali1259	160.231	160.231	-9.76764	329
tana1283	122.619438	122.619438	-8.599602	303
tean1237	166.868	166.868	-11.6752	349
teiw1235	124.228	124.228	-8.326	687
term1237	123.139261	123.139261	-10.692572	89
tiay1238	124.756008	124.756008	-8.295197	1200
tiko1237	168.822	168.822	-12.2766	0
toab1237	160.619	160.619	-8.39233	633
touo1238	157.296	157.296	-8.58405	427
ughe1237	157.341	157.341	-8.45725	460
vagh1249	156.542	156.542	-6.68712	269
vang1243	157.997	157.997	-8.66826	624
vari1239	156.655	156.655	-6.83443	284
viet1252	106.5	106.5	10.5	2
wali1265	124.06653	124.06653	-5.97238	16
wels1247	355.61482	-4.38518	52.926407	66
wers1238	125.1093111	125.1093111	-8.2968139	53
wers1238	124.850714	124.850714	-8.167276	75
weta1243	129.538524	129.538524	-7.89949	97
woli1241	122.59634	122.59634	-5.462439	27
yaqu1251	249.75	-110.25	27.5	16
zaba1237	158.753	158.753	-7.74311	193
zaza1245	159.255	159.255	-8.18719	64
kalm1243	45.32	45.32	46.57	-6
kumy1244	47.373272	47.373272	43.718021	-24
