glottocode	latitude	longitude	longitude_180	UV_jan	UV_fev	UV_mar	UV_apr	UV_may	UV_jun	UV_jul	UV_aug	UV_sep	UV_oct	UV_nov	UV_dec	UV_sd	UV_mean
croa1245	45.813486	15.992661	15.992661	4087	6855	10428	14852	18781	20559	21374	18708	13940	8715	4554	3301	6722.30319702461	12179.5
czec1258	49.87	15.1	15.1	3040	5724	9285	14518	18144	19306	18694	16350	11312	6857	3287	2284	6510.34038292278	10733.4166666667
czec1258	50.071244	14.468136	14.468136	2859	5434	9018	14194	17865	18991	18378	16186	11217	6696	3145	2139	6463.96018261439	10510.1666666667
czec1258	49.873398	15.10437	15.10437	3040	5724	9285	14518	18144	19306	18694	16350	11312	6857	3287	2284	6510.34038292278	10733.4166666667
dadu1237	-8.489721	125.903071	125.903071	18145	18260	20151	19410	17992	17224	18010	21033	23155	24068	23198	20582	2346.1354426272	20102.3333333333
dani1285	55.6	12.5	12.5	1701	3748	8132	13883	18602	19856	19164	15959	9647	5219	2127	1179	7260.58715538276	9934.75
dani1285	55.679885	12.583182	12.583182	1632	3651	8058	13816	18319	19499	18726	15611	9518	5180	2061	1113	7138.49994852921	9765.33333333333
dani1285	54.8655	9.36284	9.36284	1890	3974	7560	13069	17631	18187	17705	15137	9513	5297	2406	1359	6604.99116141909	9477.33333333333
darg1241	42.43	47.44	47.44	5833	8549	11821	15904	19485	21908	22619	19457	15442	10285	6844	5201	6354.54130142492	13612.3333333333
darg1241	42.4257	47.4388	47.4388	5833	8549	11821	15904	19485	21908	22619	19457	15442	10285	6844	5201	6354.54130142492	13612.3333333333
dass1243	9.9325	9.51838	9.51838	18059	19545	19573	19018	18952	18030	15178	13955	16637	17982	18760	18277	1739.95117486356	17830.5
dein1238	-8.3488	124.1304	124.1304	17978	18244	20314	20047	18365	17719	18317	21018	22910	23534	22706	20559	2075.09116813228	20142.5833333333
dela1252	-10.890303	122.843183	122.843183	18703	19458	19756	20464	18379	17249	17681	20911	23552	24909	23793	21326	2492.36121919952	20515.0833333333
dera1245	-3.52309	140.947	140.947	15973	14643	14952	17193	16914	16117	15789	16949	18029	17728	16334	15874	1031.5232741686	16374.5833333333
dera1248	10.072	12.0256	12.0256	18272	19808	19752	19263	19146	18611	16341	15296	17348	19025	19056	18572	1381.57011030818	18374.1666666667
dghw1239	11.05751	13.77847	13.77847	19333	21185	21397	21041	21201	20135	17990	16696	18366	20291	19697	19134	1472.69650641264	19705.5
dhao1237	-10.816034	122.66431	122.66431	18612	19347	19778	20455	18360	17426	17908	21098	23646	24920	23779	21215	2471.55686427267	20545.3333333333
dido1241	42.26	45.81	45.81	6453	9235	12339	16017	18929	21519	22017	19361	15743	10545	7004	5512	5995.27111879678	13722.8333333333
dido1241	42.2646	45.8096	45.8096	6453	9235	12339	16017	18929	21519	22017	19361	15743	10545	7004	5512	5995.27111879678	13722.8333333333
dobe1238	-6.33	134.64	134.64	18688	19078	19418	18402	16956	15492	15146	16418	18094	20027	20124	18824	1681.62905099535	18055.5833333333
dong1286	25.435	100.178	100.178	13989	15938	18755	19460	18335	15758	13991	15055	14975	13040	13781	12713	2263.87369146538	15482.5
dong1287	24.201523	107.957327	107.957327	8735	9593	12107	15250	16783	17338	19489	19039	17313	13930	11123	9458	3886.98854766733	14179.8333333333
dori1246	-9.11536	160.897	160.897	20200	19900	20081	19478	18153	17010	16955	18072	20184	20936	20398	20229	1378.56838346119	19299.6666666667
drun1238	27.749017	98.691868	98.691868	12524	14049	16262	18096	18002	15638	14314	14814	14133	13110	13401	12262	1943.60978399067	14717.0833333333
duke1237	-7.97768	157.064	157.064	19166	19041	19295	19170	18418	16962	16728	17607	19899	20249	19453	18795	1107.52693037919	18731.9166666667
dutc1256	52	5	5	2450	4820	8169	13296	17137	17980	17219	15324	10473	6247	3069	1853	6190.36771500447	9836.41666666667
dutc1256	52.5	6	6	2346	4736	8039	13110	16884	17761	16829	15036	10254	6196	2980	1811	6097.39019929217	9665.16666666667
dutc1256	52.374367	4.898126	4.898126	2246	4662	7997	13189	17020	17902	16989	15183	10343	6147	2893	1647	6210.58817055538	9684.83333333333
dzao1238	24.612303	112.266749	112.266749	9155	9160	10353	12665	14943	16035	19846	19048	16963	14074	11392	9832	3788.93832175461	13622.1666666667
east1436	27.59470333	87.62008333	87.62008333	12854	15000	17373	20215	20945	18015	16463	15891	14965	14772	13449	12249	2737.64897339216	16015.9166666667
east2295	51.959579	20.148303	20.148303	2530	4917	9348	13853	18394	19289	18601	15931	10881	6297	2828	1842	6697.60254878678	10392.5833333333
east2295	51.75	19.42	19.42	2512	4909	9219	13881	18295	19142	18177	15974	10861	6361	2852	1859	6623.56459692943	10336.8333333333
east2328	55.8307	48.405	48.405	2018	4816	9634	14374	19708	21083	19838	15402	9315	4555	1949	1309	7519.87273173656	10333.4166666667
east2328	57	49.5	49.5	1827	4526	9314	14251	19448	21146	19540	14915	8856	4277	1752	1154	7533.1352622124	10083.8333333333
east2370	27.78098	110.499463	110.499463	7650	8763	11080	13596	14862	16293	20695	20227	16892	11742	9137	7684	4629.05954435148	13218.4166666667
east2371	28.124036	109.890473	109.890473	7447	8688	11093	13667	14833	16260	20014	19664	16400	11271	8748	7399	4523.48648721315	12957
east2555	-20.42	296.63	-63.37	16902	16328	16002	15873	12987	12142	13497	15221	17300	17410	17716	17077	1870.9972284287	15704.5833333333
ekaa1234	23.475	99.865	99.865	15294	17923	20297	20625	19492	16670	14856	15831	16547	14709	14560	13449	2391.32048439579	16687.75
elam1244	31.1833	48.2333	48.2333	11028	14269	17120	20005	23611	25963	25582	24411	21608	16889	12499	10389	5710.5396099111	18614.5
emab1235	23.604572	106.030277	106.030277	9316	10716	13577	16260	17389	17143	18624	18283	16754	13368	11378	9535	3468.34412831602	14361.9166666667
enap1235	6.95035	294.1517	-65.8483	15991	18385	18387	17385	16001	15394	15785	16985	17705	17618	16572	15653	1068.44203696955	16821.75
ende1246	-8.72	121.56	121.56	16871	17956	18816	19170	17358	15995	15867	18965	21489	23046	21609	19403	2268.08978998948	18878.75
epen1239	4.25877	282.6434	-77.3566	14717	16942	16836	16743	15700	14749	15147	16001	16335	14613	14380	12897	1222.60447282418	15421.6666666667
