cldf_id	cldf_glottocode	cldf_parameterReference	cldf_codeReference
ids-180	oldi1245	GreenAndBlue	GreenAndBlue-True
ids-181	iris1253	GreenAndBlue	GreenAndBlue-False
ids-182	wels1247	GreenAndBlue	GreenAndBlue-True
ids-183	bret1244	GreenAndBlue	GreenAndBlue-True
ids-184	goth1244	GreenAndBlue	GreenAndBlue-None
ids-185	oldn1244	GreenAndBlue	GreenAndBlue-False
ids-186	dani1285	GreenAndBlue	GreenAndBlue-False
ids-187	swed1254	GreenAndBlue	GreenAndBlue-False
ids-188	olde1238	GreenAndBlue	GreenAndBlue-False
ids-189	midd1317	GreenAndBlue	GreenAndBlue-False
ids-190	stan1293	GreenAndBlue	GreenAndBlue-False
ids-191	dutc1256	GreenAndBlue	GreenAndBlue-False
ids-192	oldh1241	GreenAndBlue	GreenAndBlue-False
ids-193	midd1343	GreenAndBlue	GreenAndBlue-False
ids-194	stan1295	GreenAndBlue	GreenAndBlue-False
ids-195	east2295	GreenAndBlue	GreenAndBlue-False
ids-196	lith1251	GreenAndBlue	GreenAndBlue-False
ids-197	latv1249	GreenAndBlue	GreenAndBlue-False
ids-198	prus1238	GreenAndBlue	GreenAndBlue-False
ids-199	chur1257	GreenAndBlue	GreenAndBlue-False
ids-200	bulg1262	GreenAndBlue	GreenAndBlue-False
ids-201	sout1528	GreenAndBlue	GreenAndBlue-False
ids-202	czec1258	GreenAndBlue	GreenAndBlue-False
ids-203	poli1260	GreenAndBlue	GreenAndBlue-False
ids-204	russ1263	GreenAndBlue	GreenAndBlue-False
ids-205	tosk1239	GreenAndBlue	GreenAndBlue-False
ids-206	nucl1235	GreenAndBlue	GreenAndBlue-False
ids-207	homs1234	GreenAndBlue	GreenAndBlue-False
ids-208	hitt1242	GreenAndBlue	GreenAndBlue-False
ids-209	tokh1242	GreenAndBlue	GreenAndBlue-None
ids-210	tokh1243	GreenAndBlue	GreenAndBlue-False
ids-211	sans1269	GreenAndBlue	GreenAndBlue-False
ids-212	vlax1238	GreenAndBlue	GreenAndBlue-False
ids-213	aves1237	GreenAndBlue	GreenAndBlue-None
ids-214	west2369	GreenAndBlue	GreenAndBlue-False
ids-215	olda1245	GreenAndBlue	GreenAndBlue-False
ids-216	elam1244	GreenAndBlue	GreenAndBlue-False
ids-217	nege1244	GreenAndBlue	GreenAndBlue-False
ids-218	jama1262	GreenAndBlue	GreenAndBlue-False
ids-219	basq1248	GreenAndBlue	GreenAndBlue-False
ids-220	haus1257	GreenAndBlue	GreenAndBlue-False
ids-221	polc1243	GreenAndBlue	GreenAndBlue-False
ids-222	high1278	GreenAndBlue	GreenAndBlue-True
ids-223	zaca1242	GreenAndBlue	GreenAndBlue-False
ids-224	karo1304	GreenAndBlue	GreenAndBlue-True
ids-225	seri1257	GreenAndBlue	GreenAndBlue-True
ids-226	zuni1245	GreenAndBlue	GreenAndBlue-False
ids-227	nort2938	GreenAndBlue	GreenAndBlue-None
ids-228	tlin1245	GreenAndBlue	GreenAndBlue-False
ids-229	nucl1649	GreenAndBlue	GreenAndBlue-False
ids-230	nuuc1236	GreenAndBlue	GreenAndBlue-False
ids-231	bell1243	GreenAndBlue	GreenAndBlue-None
ids-232	uppe1439	GreenAndBlue	GreenAndBlue-None
ids-235	hawa1245	GreenAndBlue	GreenAndBlue-False
ids-236	maor1246	GreenAndBlue	GreenAndBlue-False
ids-237	sout2866	GreenAndBlue	GreenAndBlue-None
ids-238	rapa1244	GreenAndBlue	GreenAndBlue-False
ids-239	rotu1241	GreenAndBlue	GreenAndBlue-True
ids-240	tong1325	GreenAndBlue	GreenAndBlue-False
ids-241	tuam1242	GreenAndBlue	GreenAndBlue-None
ids-242	bari1297	GreenAndBlue	GreenAndBlue-None
ids-243	chib1270	GreenAndBlue	GreenAndBlue-True
ids-244	paez1247	GreenAndBlue	GreenAndBlue-True
ids-245	chac1249	GreenAndBlue	GreenAndBlue-True
ids-246	colo1256	GreenAndBlue	GreenAndBlue-True
ids-247	nort2972	GreenAndBlue	GreenAndBlue-True
ids-248	epen1239	GreenAndBlue	GreenAndBlue-False
ids-249	puin1248	GreenAndBlue	GreenAndBlue-True
ids-250	yuwa1244	GreenAndBlue	GreenAndBlue-True
ids-251	pume1238	GreenAndBlue	GreenAndBlue-False
ids-252	nina1238	GreenAndBlue	GreenAndBlue-True
ids-253	yano1262	GreenAndBlue	GreenAndBlue-False
ids-254	cofa1242	GreenAndBlue	GreenAndBlue-True
ids-255	waor1240	GreenAndBlue	GreenAndBlue-True
ids-256	sion1247	GreenAndBlue	GreenAndBlue-None
ids-257	tuyu1244	GreenAndBlue	GreenAndBlue-True
ids-258	agua1253	GreenAndBlue	GreenAndBlue-False
ids-260	yagu1244	GreenAndBlue	GreenAndBlue-True
ids-262	wayu1243	GreenAndBlue	GreenAndBlue-True
ids-263	igna1246	GreenAndBlue	GreenAndBlue-False
ids-264	mash1270	GreenAndBlue	GreenAndBlue-None
ids-265	trin1274	GreenAndBlue	GreenAndBlue-False
ids-266	wapi1253	GreenAndBlue	GreenAndBlue-True
ids-267	waur1244	GreenAndBlue	GreenAndBlue-False
ids-268	yavi1244	GreenAndBlue	GreenAndBlue-True
ids-269	cent2142	GreenAndBlue	GreenAndBlue-False
ids-270	chip1262	GreenAndBlue	GreenAndBlue-False
ids-271	mose1249	GreenAndBlue	GreenAndBlue-False
ids-272	arao1248	GreenAndBlue	GreenAndBlue-False
ids-273	cavi1250	GreenAndBlue	GreenAndBlue-True
ids-274	esee1248	GreenAndBlue	GreenAndBlue-True
ids-275	esee1248	GreenAndBlue	GreenAndBlue-True
ids-276	taca1256	GreenAndBlue	GreenAndBlue-True
ids-277	cash1251	GreenAndBlue	GreenAndBlue-None
ids-278	pano1254	GreenAndBlue	GreenAndBlue-True
ids-279	chac1251	GreenAndBlue	GreenAndBlue-True
ids-281	ship1254	GreenAndBlue	GreenAndBlue-False
ids-282	yami1256	GreenAndBlue	GreenAndBlue-True
ids-283	cayu1262	GreenAndBlue	GreenAndBlue-False
ids-284	iton1250	GreenAndBlue	GreenAndBlue-False
ids-285	movi1243	GreenAndBlue	GreenAndBlue-False
ids-287	mund1330	GreenAndBlue	GreenAndBlue-False
ids-288	ache1246	GreenAndBlue	GreenAndBlue-True
ids-289	east2555	GreenAndBlue	GreenAndBlue-True
ids-290	para1311	GreenAndBlue	GreenAndBlue-True
ids-291	siri1273	GreenAndBlue	GreenAndBlue-True
ids-292	waya1270	GreenAndBlue	GreenAndBlue-None
ids-294	kain1272	GreenAndBlue	GreenAndBlue-True
ids-295	kara1500	GreenAndBlue	GreenAndBlue-True
ids-296	trum1247	GreenAndBlue	GreenAndBlue-False
ids-297	ayor1240	GreenAndBlue	GreenAndBlue-False
ids-298	anga1316	GreenAndBlue	GreenAndBlue-True
ids-299	sana1298	GreenAndBlue	GreenAndBlue-False
ids-300	leng1262	GreenAndBlue	GreenAndBlue-False
ids-301	moco1246	GreenAndBlue	GreenAndBlue-False
ids-302	pila1245	GreenAndBlue	GreenAndBlue-False
ids-304	iyoj1235	GreenAndBlue	GreenAndBlue-False
ids-305	maca1260	GreenAndBlue	GreenAndBlue-False
ids-306	wich1264	GreenAndBlue	GreenAndBlue-True
ids-307	niva1238	GreenAndBlue	GreenAndBlue-False
ids-308	kunz1244	GreenAndBlue	GreenAndBlue-False
ids-309	mapu1245	GreenAndBlue	GreenAndBlue-False
ids-310	tehu1242	GreenAndBlue	GreenAndBlue-False
ids-311	onaa1245	GreenAndBlue	GreenAndBlue-None
ids-312	puel1244	GreenAndBlue	GreenAndBlue-False
ids-313	qawa1238	GreenAndBlue	GreenAndBlue-True
ids-314	toba1269	GreenAndBlue	GreenAndBlue-False
ids-315	yama1264	GreenAndBlue	GreenAndBlue-True
ids-317	chec1245	GreenAndBlue	GreenAndBlue-True
ids-318	ghul1238	GreenAndBlue	GreenAndBlue-False
ids-319	iron1242	GreenAndBlue	GreenAndBlue-True
ids-320	avar1256	GreenAndBlue	GreenAndBlue-False
ids-322	avar1256	GreenAndBlue	GreenAndBlue-False
ids-323	avar1256	GreenAndBlue	GreenAndBlue-False
ids-325	khva1239	GreenAndBlue	GreenAndBlue-False
ids-401	thai1261	GreenAndBlue	GreenAndBlue-False
ids-402	sout2746	GreenAndBlue	GreenAndBlue-False
ids-403	sout2746	GreenAndBlue	GreenAndBlue-False
ids-404	nort2740	GreenAndBlue	GreenAndBlue-False
ids-405	tain1252	GreenAndBlue	GreenAndBlue-False
ids-406	nort1545	GreenAndBlue	GreenAndBlue-False
ids-407	luuu1242	GreenAndBlue	GreenAndBlue-False
ids-408	khun1259	GreenAndBlue	GreenAndBlue-False
ids-409	shan1277	GreenAndBlue	GreenAndBlue-False
ids-410	shan1277	GreenAndBlue	GreenAndBlue-False
ids-411	guib1244	GreenAndBlue	GreenAndBlue-False
ids-412	guib1244	GreenAndBlue	GreenAndBlue-False
ids-413	nung1283	GreenAndBlue	GreenAndBlue-False
ids-414	zuoj1238	GreenAndBlue	GreenAndBlue-True
ids-415	suii1243	GreenAndBlue	GreenAndBlue-True
ids-416	maon1241	GreenAndBlue	GreenAndBlue-False
ids-417	mula1253	GreenAndBlue	GreenAndBlue-False
ids-418	chad1240	GreenAndBlue	GreenAndBlue-False
ids-419	sout2741	GreenAndBlue	GreenAndBlue-False
ids-420	lakk1238	GreenAndBlue	GreenAndBlue-False
ids-421	hlai1239	GreenAndBlue	GreenAndBlue-True
ids-422	emab1235	GreenAndBlue	GreenAndBlue-False
ids-423	lang1316	GreenAndBlue	GreenAndBlue-False
ids-424	gree1278	GreenAndBlue	GreenAndBlue-False
ids-425	qaua1234	GreenAndBlue	GreenAndBlue-False
ids-501	botl1242	GreenAndBlue	GreenAndBlue-False
ids-503	chir1284	GreenAndBlue	GreenAndBlue-False
ids-504	darg1241	GreenAndBlue	GreenAndBlue-False
ids-505	darg1241	GreenAndBlue	GreenAndBlue-False
ids-506	darg1241	GreenAndBlue	GreenAndBlue-False
ids-507	darg1241	GreenAndBlue	GreenAndBlue-False
ids-508	darg1241	GreenAndBlue	GreenAndBlue-False
ids-509	darg1241	GreenAndBlue	GreenAndBlue-False
ids-510	darg1241	GreenAndBlue	GreenAndBlue-False
ids-511	darg1241	GreenAndBlue	GreenAndBlue-False
ids-515	darg1241	GreenAndBlue	GreenAndBlue-False
ids-516	ingu1240	GreenAndBlue	GreenAndBlue-False
ids-518	kryt1240	GreenAndBlue	GreenAndBlue-False
ids-519	kumy1244	GreenAndBlue	GreenAndBlue-False
ids-520	kumy1244	GreenAndBlue	GreenAndBlue-False
ids-521	kumy1244	GreenAndBlue	GreenAndBlue-False
ids-522	kumy1244	GreenAndBlue	GreenAndBlue-False
ids-523	kumy1244	GreenAndBlue	GreenAndBlue-False
ids-524	lakk1252	GreenAndBlue	GreenAndBlue-False
ids-525	lakk1252	GreenAndBlue	GreenAndBlue-False
ids-526	lakk1252	GreenAndBlue	GreenAndBlue-False
ids-527	rutu1240	GreenAndBlue	GreenAndBlue-False
ids-532	tsak1249	GreenAndBlue	GreenAndBlue-False
ids-533	bats1242	GreenAndBlue	GreenAndBlue-False
ids-534	arch1244	GreenAndBlue	GreenAndBlue-False
ids-701	beng1280	GreenAndBlue	GreenAndBlue-False
ids-702	hind1269	GreenAndBlue	GreenAndBlue-False
ids-703	khas1269	GreenAndBlue	GreenAndBlue-False
ids-704	maha1287	GreenAndBlue	GreenAndBlue-False
ids-705	mara1378	GreenAndBlue	GreenAndBlue-False
ids-706	east1436	GreenAndBlue	GreenAndBlue-False
ids-707	west2386	GreenAndBlue	GreenAndBlue-False
ids-708	tami1289	GreenAndBlue	GreenAndBlue-False
ids-709	telu1262	GreenAndBlue	GreenAndBlue-False
ids-710	tibe1272	GreenAndBlue	GreenAndBlue-False
ids-800	manm1238	GreenAndBlue	GreenAndBlue-False
ids-801	blan1242	GreenAndBlue	GreenAndBlue-False
ids-802	blan1242	GreenAndBlue	GreenAndBlue-True
ids-803	blan1242	GreenAndBlue	GreenAndBlue-False
ids-804	manm1238	GreenAndBlue	GreenAndBlue-False
ids-805	huuu1240	GreenAndBlue	GreenAndBlue-False
ids-807	nucl1290	GreenAndBlue	GreenAndBlue-False
ids-808	ruma1248	GreenAndBlue	GreenAndBlue-False
ids-809	phai1238	GreenAndBlue	GreenAndBlue-False
ids-810	bitt1240	GreenAndBlue	GreenAndBlue-False
ids-811	boly1239	GreenAndBlue	GreenAndBlue-False
ids-814	mlab1235	GreenAndBlue	GreenAndBlue-False
ids-816	viet1252	GreenAndBlue	GreenAndBlue-None
ids-820	phon1246	GreenAndBlue	GreenAndBlue-False
ids-825	khap1242	GreenAndBlue	GreenAndBlue-False
ids-827	aheu1239	GreenAndBlue	GreenAndBlue-None
ids-829	nyah1250	GreenAndBlue	GreenAndBlue-True
ids-830	pear1247	GreenAndBlue	GreenAndBlue-False
ids-832	suoy1242	GreenAndBlue	GreenAndBlue-False
ids-833	somr1240	GreenAndBlue	GreenAndBlue-False
ids-834	chon1284	GreenAndBlue	GreenAndBlue-False
ids-838	oduu1239	GreenAndBlue	GreenAndBlue-False
ids-839	mang1378	GreenAndBlue	GreenAndBlue-False
ids-840	mang1378	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Achumawi	achu1247	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Adyghe	adyg1241	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Aguaruna	agua1253	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ahtena	ahte1237	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ainu	ainu1240	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Alabama	alab1237	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Amarakaeri	amar1274	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Arabela	arab1268	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Arapaho	arap1274	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Atakapa	atak1252	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Aymara	cent2142	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ayoreo	ayor1240	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Bangime	bang1363	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Bambassi	bamb1262	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-BankanTeyDogon	bank1259	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Basque	basq1248	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Berik	beri1254	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Berta	bert1248	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Bezhta	bezh1248	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Burushaski	buru1296	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Cavinena	cavi1250	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Chachi	chac1249	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Chatino	zaca1242	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Chipaya	chip1262	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Cofan	cofa1242	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Copainalazoque	copa1236	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Dime	dime1235	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Djingili	djin1251	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Enapaworomaipu	enap1235	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Estonian	esto1258	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Georgian	nucl1302	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Grasskoiari	gras1249	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-GreatAndamanese	mixe1288	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Guahibo	guah1255	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Guarani	para1311	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Guhusamane	guhu1244	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Haidanorthern	nort2938	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Halkomelem	halk1245	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-HighlandOaxacaChontal	high1242	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Huave	sanm1287	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Hupde	hupd1244	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-ImbaburaQuechua	imba1240	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Ineseno	ines1240	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Jamamadi	jama1261	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Japanese	nucl1643	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Juhoan	juho1239	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Kaingang	kain1272	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Kanuri	cent2050	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Karok	karo1304	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Katcha	katc1249	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Kekchi	kekc1242	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ket	kett1243	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Klamath	klam1254	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Korean	kore1280	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Kwaza	kwaz1243	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Lakota	lako1247	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Maasai	masa1300	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Mailu	mail1248	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Mali	mali1284	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Manange	mana1288	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Mandinka	mand1436	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Mapudungun	mapu1245	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Maybrat	maib1239	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Miskito	misk1235	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Mocovi	moco1246	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Mojave	moha1256	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Mongolian	halh1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Moseten	mose1249	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Movima	movi1243	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Muinane	muin1242	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Muruihuitoto	muru1274	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Natchez	natc1249	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Nezperce	nezp1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ngarinyin	ngar1284	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ngarluma	ngar1287	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Ninam	nina1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Nivacle	niva1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-NorthAlaskanInupiatun	nort2943	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-NorthernSierraMiwok	nort2968	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Nunggubuyu	nung1290	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Oneida	onei1249	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Oroqen	oroq1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Paez	paez1247	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-PanoanKatukina	pano1254	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Pawnee	pawn1254	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Puinave	puin1248	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Pume	pume1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Quileute	quil1240	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Rotokas	roto1249	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Rumu	rumu1243	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Sahu	sahu1245	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Sanapanaangaite	sana1281	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Seediq	taro1264	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Seri	seri1257	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Southeastijo	sout2774	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Swahili	swah1253	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Swedish	swed1254	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Tarifit	tari1263	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Terei	tere1278	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-ThaiDialectKorat	thai1261	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Tima	tima1241	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Tiwi	tiwi1244	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Toaripi	toar1246	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Tsimshian	nucl1649	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Tunica	tuni1252	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Turkish	nucl1301	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Tuyuca	tuyu1244	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Uncunwee	ghul1238	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Waorani	waor1240	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Wappo	wapp1239	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Warao	wara1303	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Wayuu	wayu1243	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-WhiteHmong	hmon1333	GreenAndBlue	GreenAndBlue-None
johanssonsoundsymbolic-Vietnamese	viet1252	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Wintu	wint1259	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Xicotepecdejuareztotonac	xico1235	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Yagua	yagu1244	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Yaqui	yaqu1251	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Yareba	yare1248	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Yawa	nucl1454	GreenAndBlue	GreenAndBlue-False
johanssonsoundsymbolic-Yuwana	yuwa1244	GreenAndBlue	GreenAndBlue-True
johanssonsoundsymbolic-Zuni	zuni1245	GreenAndBlue	GreenAndBlue-False
kraftchadic-Angas	ngas1240	GreenAndBlue	GreenAndBlue-False
kraftchadic-Ankwe	goem1240	GreenAndBlue	GreenAndBlue-True
kraftchadic-Bacama	baca1246	GreenAndBlue	GreenAndBlue-None
kraftchadic-Bade	bade1248	GreenAndBlue	GreenAndBlue-None
kraftchadic-Banana	masa1322	GreenAndBlue	GreenAndBlue-False
kraftchadic-Bananamouseye	muse1242	GreenAndBlue	GreenAndBlue-None
kraftchadic-Boka	boga1251	GreenAndBlue	GreenAndBlue-False
kraftchadic-Bolewa	nucl1695	GreenAndBlue	GreenAndBlue-None
kraftchadic-Buli	polc1243	GreenAndBlue	GreenAndBlue-None
kraftchadic-Bura	bura1292	GreenAndBlue	GreenAndBlue-False
kraftchadic-Burma	bogh1241	GreenAndBlue	GreenAndBlue-None
kraftchadic-Cibak	ciba1236	GreenAndBlue	GreenAndBlue-False
kraftchadic-Cip	mish1244	GreenAndBlue	GreenAndBlue-None
kraftchadic-Daba	nucl1683	GreenAndBlue	GreenAndBlue-None
